	wildtype	KRAS	NRAS
MMRF_1179_1_BM	0.5419613665374158	0.19774978999367984	0.2602888434689044
MMRF_1179_2_BM	0.7756167019901195	0.06748347829860524	0.15689981971127537
MMRF_1180_1_BM	0.5707160083640933	0.23990106104786563	0.189382930588041
MMRF_1184_1_BM	0.09895797948901552	0.32759239870906226	0.5734496218019223
MMRF_1185_1_BM	0.6591920493627482	0.20803049455715378	0.13277745608009808
MMRF_1189_1_BM	0.5579044257842297	0.3455108441257258	0.09658473009004433
MMRF_1193_5_BM	0.5429989168381155	0.31387210074370997	0.14312898241817448
MMRF_1195_1_BM	0.16810065137591382	0.22676175283052769	0.6051375957935585
MMRF_1201_1_BM	0.5917604339740463	0.3139318617038167	0.09430770432213703
MMRF_1201_4_BM	0.5408905187579569	0.39013672181670145	0.0689727594253416
MMRF_1202_1_BM	0.35804371341671426	0.2289798177667236	0.4129764688165623
MMRF_1205_2_BM	0.23541871425611988	0.398394685578824	0.36618660016505605
MMRF_1210_1_BM	0.28501276646077106	0.2165410719363088	0.4984461616029202
MMRF_1216_1_BM	0.2071231661360212	0.4695483870394892	0.3233284468244896
MMRF_1219_2_BM	0.2622646642070758	0.5433624442955907	0.19437289149733364
MMRF_1235_1_BM	0.7503571076383755	0.22377142956104862	0.02587146280057586
MMRF_1242_1_BM	0.7724588997591658	0.15454836609054365	0.07299273415029059
MMRF_1251_1_BM	0.7939446920827322	0.034579657685373286	0.17147565023189443
MMRF_1252_1_BM	0.3845004518358784	0.5671143170033618	0.04838523116075988
MMRF_1260_1_BM	0.4504614576971982	0.3967948914403476	0.15274365086245434
MMRF_1261_1_BM	0.13666154923776228	0.3875849626178821	0.47575348814435553
MMRF_1266_1_BM	0.6718822343902483	0.2762478608643466	0.05186990474540517
MMRF_1270_1_BM	0.7066959806113393	0.033210554413209616	0.260093464975451
MMRF_1274_1_BM	0.43832990206547306	0.06773247220364507	0.4939376257308818
MMRF_1281_1_BM	0.12583242176441906	0.4456641681307144	0.4285034101048666
MMRF_1284_1_BM	0.09626992166701161	0.5397148807650644	0.36401519756792405
MMRF_1285_1_BM	0.5732409103145342	0.13858055785052883	0.28817853183493697
MMRF_1285_3_BM	0.16093630630619896	0.21268514882387454	0.6263785448699264
MMRF_1286_1_BM	0.6049020746497232	0.10053854483513011	0.2945593805151466
MMRF_1290_1_BM	0.5498386599866064	0.09516133230184583	0.35500000771154777
MMRF_1293_1_BM	0.5131421920930017	0.4261134169603364	0.06074439094666193
MMRF_1293_4_BM	0.15288307778758853	0.5577912030804979	0.28932571913191363
MMRF_1295_1_BM	0.15512377373225314	0.40511439051708437	0.43976183575066247
MMRF_1300_1_BM	0.4403111106092158	0.2800509276920972	0.279637961698687
MMRF_1307_1_BM	0.8711079475342928	0.12097227180270417	0.00791978066300314
MMRF_1308_1_BM	0.6637001927719867	0.26466055495188623	0.07163925227612705
MMRF_1309_1_BM	0.4312078234036601	0.13480758364377515	0.4339845929525647
MMRF_1309_2_BM	0.40457552621028964	0.13598838891479081	0.45943608487491966
MMRF_1310_1_BM	0.36954449855076865	0.5292153613404463	0.10124014010878513
MMRF_1311_1_BM	0.2914462945409184	0.44879024385444805	0.25976346160463354
MMRF_1318_1_BM	0.3775342929230444	0.5764643150758464	0.04600139200110931
MMRF_1320_1_BM	0.3664782793600158	0.41125468916333097	0.22226703147665333
MMRF_1323_1_BM	0.7000710752621029	0.11542845825519706	0.18450046648270005
MMRF_1324_1_BM	0.46722092220784545	0.42579852248576683	0.10698055530638773
MMRF_1325_1_BM	0.6554397528416412	0.24448722827013555	0.10007301888822301
MMRF_1327_1_BM	0.8125038464775801	0.056496750516419586	0.13099940300600033
MMRF_1328_1_BM	0.08832106912116915	0.3992398006296704	0.5124391302491605
MMRF_1331_1_BM	0.6069630728067906	0.07634315035529313	0.3166937768379162
MMRF_1332_1_BM	0.5531398963681889	0.3898746422442341	0.05698546138757681
MMRF_1342_1_BM	0.5698862280352022	0.22497934028412342	0.20513443168067433
MMRF_1344_1_BM	0.6690213197192969	0.11330402909918898	0.21767465118151424
MMRF_1348_1_BM	0.6263159874681634	0.3224053189200739	0.05127869361176261
MMRF_1349_1_BM	0.47948390926315254	0.34893881287682654	0.1715772778600209
MMRF_1352_1_BM	0.6520348927863349	0.25483493935453255	0.09313016785913251
MMRF_1354_1_BM	0.567813778255376	0.2228169989016505	0.20936922284297332
MMRF_1355_1_BM	0.7075821686837322	0.22010724152067432	0.07231058979559338
MMRF_1356_1_BM	0.29341944805390463	0.5266197818646434	0.17996077008145206
MMRF_1358_1_BM	0.15544024904358797	0.2935621271057295	0.5509976238506826
MMRF_1359_1_BM	0.4242374867741007	0.46133410546013714	0.11442840776576221
MMRF_1361_1_BM	0.6177301064392395	0.22435389252085244	0.15791600103990808
MMRF_1364_1_BM	0.7395459688549106	0.10217288662475302	0.1582811445203363
MMRF_1365_1_BM	0.19302342941204353	0.6113172577705037	0.19565931281745272
MMRF_1371_1_BM	0.11377704411082301	0.3055363020012194	0.5806866538879576
MMRF_1377_1_BM	0.5389936041074479	0.22378030796201992	0.23722608793053232
MMRF_1380_1_BM	0.6361296458521123	0.22332947244791124	0.1405408816999765
MMRF_1380_2_BM	0.6910910842487096	0.27803983836947654	0.030869077381813704
MMRF_1383_1_BM	0.70463145335012	0.17811041690756726	0.1172581297423128
MMRF_1388_1_BM	0.637813795904708	0.2593324887209756	0.10285371537431644
MMRF_1389_1_BM	0.565552939991001	0.3154311288259443	0.11901593118305487
MMRF_1391_1_BM	0.4721696387333657	0.3562214075899741	0.17160895367666007
MMRF_1392_1_BM	0.5240207791124545	0.11886137065109234	0.3571178502364532
MMRF_1393_1_BM	0.1104434286163301	0.5732904253634553	0.31626614602021463
MMRF_1395_1_BM	0.10173215867677145	0.19517438068808124	0.7030934606351473
MMRF_1401_1_BM	0.1521944082370375	0.3888280191572819	0.4589775726056807
MMRF_1401_2_BM	0.14948611057717134	0.36177990132910454	0.48873398809372415
MMRF_1403_1_BM	0.7492999506993981	0.2174536101169994	0.03324643918360239
MMRF_1408_1_BM	0.6375548872858342	0.16392051758535672	0.19852459512880904
MMRF_1413_1_BM	0.4424354719702945	0.23631410937378639	0.321250418655919
MMRF_1423_1_BM	0.23346877314533024	0.23754426355070848	0.5289869633039613
MMRF_1424_1_BM	0.4598794275102341	0.3417049616331241	0.1984156108566418
MMRF_1425_1_BM	0.37238918455610803	0.5091116445034805	0.11849917094041157
MMRF_1426_1_BM	0.19488458119551835	0.5475859541357571	0.2575294646687246
MMRF_1432_1_BM	0.4909842474686813	0.19970582783945026	0.30930992469186847
MMRF_1433_1_BM	0.7898265755924032	0.13227337752727258	0.07790004688032397
MMRF_1433_2_BM	0.8329646352266173	0.10758016832808472	0.05945519644529786
MMRF_1434_1_BM	0.16582868730929326	0.47057244938895126	0.3635988633017554
MMRF_1439_1_BM	0.3818026277899777	0.38001104153480775	0.23818633067521447
MMRF_1445_1_BM	0.775324056015376	0.14491248167883264	0.07976346230579136
MMRF_1446_1_BM	0.5932531296337157	0.27385899352850146	0.13288787683778291
MMRF_1447_1_BM	0.22678608718495902	0.1405737687540182	0.6326401440610228
MMRF_1450_1_BM	0.45975554709615607	0.1480982241220974	0.3921462287817465
MMRF_1451_1_BM	0.6492160929052353	0.24528726229949702	0.10549664479526767
MMRF_1453_1_BM	0.811599607415494	0.1753910995744152	0.013009293010090807
MMRF_1454_1_BM	0.700192864033124	0.26347167958358336	0.03633545638329266
MMRF_1460_1_BM	0.7554163936034652	0.16117202081041468	0.08341158558612016
MMRF_1461_1_BM	0.6920607376915725	0.27789241039118845	0.03004685191723893
MMRF_1462_1_BM	0.2948240316510514	0.6207038994863521	0.08447206886259653
MMRF_1462_3_BM	0.17425307755189715	0.6993686646672346	0.12637825778086828
MMRF_1462_4_BM	0.1660727805972235	0.6629455569513065	0.1709816624514701
MMRF_1466_1_BM	0.16594905687665198	0.5396164753489111	0.2944344677744369
MMRF_1474_1_BM	0.3565016066003927	0.17107857115167488	0.47241982224793233
MMRF_1478_1_BM	0.5564152821968009	0.14491350900354052	0.2986712087996585
MMRF_1484_1_BM	0.6425486990994461	0.18819122501759517	0.1692600758829588
MMRF_1485_1_BM	0.10853264134792989	0.5186474308983441	0.37281992775372597
MMRF_1489_1_BM	0.3666397495387201	0.17960192092407604	0.4537583295372039
MMRF_1491_1_BM	0.7689475907392093	0.1642588904124534	0.06679351884833737
MMRF_1496_3_BM	0.8459557078395717	0.09329174587714147	0.06075254628328685
MMRF_1496_3_PB	0.7894833603840569	0.12985755003341715	0.08065908958252593
MMRF_1497_1_BM	0.32819468402953134	0.31667398953721637	0.3551313264332523
MMRF_1499_1_BM	0.6229135608117389	0.2444951499257641	0.13259128926249691
MMRF_1500_2_BM	0.28343985854913356	0.48220421780537515	0.23435592364549127
MMRF_1501_1_BM	0.6809833615063373	0.2327392084010324	0.08627743009263021
MMRF_1502_1_BM	0.3462973645792676	0.4665413152694859	0.18716132015124656
MMRF_1506_1_BM	0.36407871070056513	0.5562105141511164	0.07971077514831856
MMRF_1510_1_BM	0.721406082719065	0.2388386103487081	0.03975530693222702
MMRF_1511_1_BM	0.5270543189288176	0.1725445756058184	0.300401105465364
MMRF_1512_1_BM	0.4117172563775797	0.48083280979386916	0.10744993382855121
MMRF_1516_1_BM	0.36927412543350524	0.3082171083633193	0.3225087662031754
MMRF_1518_2_BM	0.8045110524541179	0.09159659147588756	0.10389235606999446
MMRF_1518_3_BM	0.7829628199362216	0.09408929017833227	0.12294788988544615
MMRF_1519_1_BM	0.3112621662430488	0.29452334468337327	0.39421448907357803
MMRF_1522_1_BM	0.24942233501485145	0.25869082118330006	0.4918868438018486
MMRF_1523_1_BM	0.24205592857194314	0.2150520206575645	0.5428920507704923
MMRF_1533_2_BM	0.6169020599122194	0.23060973497767318	0.1524882051101075
MMRF_1534_1_BM	0.6132478787315775	0.3162851306787951	0.0704669905896275
MMRF_1537_1_BM	0.3385107563456615	0.21409705514474328	0.44739218850959506
MMRF_1538_1_BM	0.0981967656040755	0.4097869574120027	0.49201627698392175
MMRF_1539_1_BM	0.6213199171886502	0.296426310069476	0.082253772741874
MMRF_1540_1_BM	0.11567308787747617	0.6551338099954693	0.22919310212705443
MMRF_1542_1_BM	0.8520906016892486	0.11177661272227887	0.03613278558847243
MMRF_1543_1_BM	0.1347414087433397	0.18255837686172438	0.682700214394936
MMRF_1546_1_BM	0.08909105530694524	0.20838907554298744	0.7025198691500674
MMRF_1550_1_BM	0.3123679909221748	0.400139085725114	0.28749292335271115
MMRF_1560_1_BM	0.6127141314476799	0.17272780206066268	0.2145580664916574
MMRF_1565_1_BM	0.09092766085226281	0.5103417463032007	0.3987305928445365
MMRF_1570_1_BM	0.5212233004693768	0.2865426710418616	0.1922340284887616
MMRF_1573_1_BM	0.3187675921063027	0.44405548459129	0.23717692330240736
MMRF_1574_1_BM	0.17207905800732656	0.34060951539940015	0.48731142659327326
MMRF_1577_1_BM	0.2168384212229168	0.3954978991636143	0.3876636796134689
MMRF_1579_1_BM	0.3795845849019275	0.5343359169758793	0.08607949812219319
MMRF_1580_1_BM	0.22872484146467062	0.40168595715811095	0.3695892013772184
MMRF_1583_1_BM	0.33809729208063255	0.06297248502724083	0.5989302228921266
MMRF_1586_1_BM	0.771637092771129	0.17865890405543192	0.04970400317343899
MMRF_1587_1_BM	0.23822404539813175	0.5371718947712731	0.22460405983059517
MMRF_1587_2_BM	0.33530394009399433	0.5500124544860155	0.11468360541999018
MMRF_1593_1_BM	0.3789874970604111	0.2827156696456926	0.3382968332938963
MMRF_1595_1_BM	0.7499614637170757	0.19148734111153834	0.058551195171385836
MMRF_1596_1_BM	0.3167371383687363	0.3896272659536487	0.29363559567761494
MMRF_1597_1_BM	0.5063714109017671	0.26597220221105666	0.22765638688717624
MMRF_1613_1_BM	0.6775859313996727	0.17825267268464148	0.14416139591568597
MMRF_1617_1_BM	0.6148165607630316	0.3009880939913073	0.08419534524566105
MMRF_1618_1_BM	0.817145469876488	0.12665794421879956	0.05619658590471251
MMRF_1621_1_BM	0.3645122442300245	0.29384114291084473	0.3416466128591308
MMRF_1624_1_BM	0.6970475297840167	0.06170595152609591	0.2412465186898873
MMRF_1625_1_BM	0.35276285287554804	0.39289652557289234	0.25434062155155956
MMRF_1627_1_BM	0.6993695090679592	0.2806065799449563	0.020023910987084483
MMRF_1627_3_BM	0.642291309321955	0.2427768877589908	0.11493180291905415
MMRF_1630_1_BM	0.7457658185040793	0.07924814729961405	0.17498603419630665
MMRF_1633_1_BM	0.46056647176156684	0.3878059870078649	0.15162754123056812
MMRF_1634_1_BM	0.3623141757754195	0.5421025768524881	0.09558324737209221
MMRF_1637_1_BM	0.8104652658631859	0.13517727995521034	0.05435745418160382
MMRF_1639_1_BM	0.38726051762439595	0.3343061099721878	0.2784333724034162
MMRF_1639_3_BM	0.2142072295528319	0.18049989161292276	0.6052928788342453
MMRF_1640_1_BM	0.4897328761230677	0.233508493002619	0.2767586308743134
MMRF_1641_1_BM	0.4843864276853471	0.2249400844109753	0.29067348790367753
MMRF_1643_1_BM	0.3031131889991096	0.2743229798175226	0.4225638311833677
MMRF_1644_1_BM	0.17237871424874243	0.6061767623258032	0.2214445234254543
MMRF_1645_1_BM	0.509230500187885	0.24219172554007895	0.24857777427203614
MMRF_1648_1_BM	0.10439166419673904	0.2289879199749461	0.6666204158283149
MMRF_1651_1_BM	0.720435418454617	0.14700087108993046	0.13256371045545254
MMRF_1652_1_BM	0.42929879105362534	0.31392615345840946	0.2567750554879652
MMRF_1655_1_PB	0.28751733492704523	0.6067589643967738	0.10572370067618085
MMRF_1656_1_BM	0.0792982399237089	0.5728661754907015	0.3478355845855896
MMRF_1656_4_BM	0.1883684217293905	0.43758682567615353	0.37404475259445596
MMRF_1659_1_BM	0.7336317570124452	0.07181283764849056	0.19455540533906418
MMRF_1659_4_BM	0.6021943129219528	0.10291223131998321	0.2948934557580639
MMRF_1664_1_BM	0.5850547297607827	0.35485922355257765	0.06008604668663984
MMRF_1665_1_BM	0.5186083290261153	0.17253808513774738	0.3088535858361374
MMRF_1668_1_BM	0.5807171030334928	0.2695220136001011	0.14976088336640608
MMRF_1670_1_BM	0.7129025142630083	0.17496573047272562	0.11213175526426608
MMRF_1671_1_BM	0.27832704377653006	0.5569685686447847	0.1647043875786853
MMRF_1671_4_BM	0.12201170349215389	0.6770437941321786	0.2009445023756675
MMRF_1672_1_BM	0.6176139161569894	0.14327807105464482	0.23910801278836577
MMRF_1677_1_BM	0.7273694608752134	0.21114012743890817	0.06149041168587851
MMRF_1678_1_BM	0.48501658580551726	0.39088614323961846	0.12409727095486431
MMRF_1682_1_BM	0.3578849504785186	0.35264856108045667	0.28946648844102485
MMRF_1683_1_BM	0.6684481547962392	0.22612316771963178	0.10542867748412899
MMRF_1686_1_BM	0.4290992389791212	0.2523357248561114	0.31856503616476733
MMRF_1686_2_BM	0.41569820720619405	0.3293432659728431	0.2549585268209629
MMRF_1689_1_BM	0.6305203036565911	0.1296774442480719	0.239802252095337
MMRF_1690_1_BM	0.09358212323350198	0.3511036066090645	0.5553142701574336
MMRF_1694_1_BM	0.8426763914021274	0.11317638027290049	0.044147228324972206
MMRF_1695_1_BM	0.6158583882276751	0.2707829559306692	0.1133586558416557
MMRF_1700_1_BM	0.4476294397813001	0.3912374655931549	0.16113309462554506
MMRF_1700_2_BM	0.18089382784485694	0.39235911581930216	0.4267470563358408
MMRF_1705_1_BM	0.6119803085673619	0.22111032694459504	0.16690936448804314
MMRF_1710_1_BM	0.7060584670178041	0.1203253538968116	0.1736161790853844
MMRF_1713_1_BM	0.20363675083178662	0.3038049784916845	0.492558270676529
MMRF_1714_1_BM	0.11322119435544527	0.5083077973700575	0.3784710082744973
MMRF_1715_1_BM	0.7873279250387828	0.1315155483740066	0.08115652658721054
MMRF_1716_1_BM	0.08834960353903368	0.43677188735896505	0.4748785091020013
MMRF_1719_1_BM	0.18228925491239312	0.24594777318429437	0.5717629719033125
MMRF_1720_1_BM	0.6071940219112181	0.29746195054482166	0.09534402754396032
MMRF_1721_1_BM	0.7233351439447162	0.23461919562100447	0.04204566043427947
MMRF_1722_1_BM	0.11050356408051752	0.6148283956915592	0.2746680402279233
MMRF_1726_1_BM	0.12036749125384218	0.6296218027708295	0.25001070597532826
MMRF_1731_1_BM	0.6789568392687049	0.2731240169448403	0.04791914378645484
MMRF_1733_1_BM	0.4876267779701145	0.21562407833942274	0.29674914369046274
MMRF_1735_1_BM	0.06323290686341018	0.37004083590743275	0.566726257229157
MMRF_1736_1_BM	0.2052251638975234	0.13977914795932977	0.6549956881431468
MMRF_1738_1_BM	0.651665556041414	0.12179234797196706	0.22654209598661898
MMRF_1744_1_BM	0.5606617276061496	0.22650593743281927	0.21283233496103107
MMRF_1750_1_BM	0.8655640916687426	0.07572040317150781	0.058715505159749715
MMRF_1755_1_BM	0.7517124945710861	0.18944149300881005	0.058846012420103906
MMRF_1758_1_BM	0.36443074476210313	0.16175930961825435	0.47380994561964257
MMRF_1759_1_BM	0.15165661491057417	0.3511203553082853	0.49722302978114064
MMRF_1766_1_BM	0.09611120747510918	0.19827098554212927	0.7056178069827617
MMRF_1771_1_BM	0.05839057544123932	0.3723324912903994	0.5692769332683613
MMRF_1773_1_BM	0.14912324483146067	0.6444345509658843	0.20644220420265508
MMRF_1775_1_BM	0.15638470182383232	0.292709191176944	0.5509061069992237
MMRF_1777_1_BM	0.25161219092126835	0.29938933251677524	0.44899847656195646
MMRF_1778_1_BM	0.8103002403324635	0.10203389767728167	0.08766586199025475
MMRF_1778_1_PB	0.8036233708525637	0.12995539466087885	0.06642123448655733
MMRF_1780_1_BM	0.26074528688241044	0.3080748731655215	0.43117983995206804
MMRF_1782_1_BM	0.25718023825158604	0.3592602969783567	0.3835594647700573
MMRF_1783_1_BM	0.664728486183447	0.2830782215523846	0.05219329226416845
MMRF_1783_2_BM	0.6546380014931198	0.3023660124273001	0.04299598607958023
MMRF_1785_1_BM	0.6003084857938755	0.2338755666593166	0.16581594754680776
MMRF_1787_1_BM	0.8372533285838525	0.09244663769038382	0.07030003372576372
MMRF_1790_1_BM	0.13382553470898773	0.6364341013839028	0.22974036390710947
MMRF_1790_2_BM	0.15280582759794298	0.6054314644328096	0.24176270796924743
MMRF_1790_3_BM	0.183232002735711	0.5866889292229942	0.2300790680412948
MMRF_1790_4_BM	0.13110197643868604	0.6011325824813564	0.2677654410799575
MMRF_1790_4_PB	0.11541121923894707	0.7004503546606117	0.18413842610044132
MMRF_1792_1_BM	0.2153523443830908	0.31712840816582305	0.46751924745108614
MMRF_1793_1_BM	0.2468681148192015	0.46298412166361236	0.290147763517186
MMRF_1795_1_BM	0.5136871180354576	0.13712114359676433	0.349191738367778
MMRF_1796_1_BM	0.569359766501875	0.12289409322304279	0.3077461402750821
MMRF_1797_1_BM	0.7370174794847353	0.12106354180253273	0.14191897871273199
MMRF_1801_1_BM	0.6072532739291233	0.21758277842459126	0.17516394764628554
MMRF_1802_1_BM	0.231898647540195	0.23619234923474935	0.5319090032250556
MMRF_1808_1_BM	0.45581046589294244	0.386359902100244	0.15782963200681346
MMRF_1810_1_BM	0.77239575229983	0.04263890712943676	0.18496534057073316
MMRF_1814_1_BM	0.6232076749408921	0.18408980883966625	0.19270251621944168
MMRF_1815_1_BM	0.5823965641603578	0.36459121339940104	0.05301222244024133
MMRF_1817_1_BM	0.7501992151867232	0.1828493057559026	0.06695147905737421
MMRF_1822_1_BM	0.8358713072090245	0.038932159381111296	0.12519653340986414
MMRF_1823_1_BM	0.2650722264175319	0.4813381627100646	0.2535896108724036
MMRF_1824_1_BM	0.5015234882704375	0.2268653899874355	0.2716111217421271
MMRF_1825_1_BM	0.8207143716056817	0.09692580769603903	0.08235982069827925
MMRF_1830_1_BM	0.34899150119356	0.5585365618183098	0.09247193698813001
MMRF_1831_1_BM	0.39042492470015033	0.49830656767195136	0.1112685076278983
MMRF_1832_1_BM	0.7363025962772166	0.23726949643606382	0.026427907286719638
MMRF_1833_1_BM	0.5514144264504666	0.06415276973926164	0.3844328038102719
MMRF_1835_1_BM	0.2525563653851529	0.21541511815913786	0.5320285164557091
MMRF_1837_1_BM	0.1958589898331276	0.2557268110427188	0.5484141991241535
MMRF_1838_3_BM	0.14746054127137484	0.25565190651615877	0.5968875522124664
MMRF_1839_1_BM	0.3066347120276836	0.4271915991961844	0.266173688776132
MMRF_1842_1_BM	0.10198271555123992	0.6523494221563965	0.2456678622923636
MMRF_1845_1_BM	0.7161815937717863	0.16652739499671818	0.11729101123149566
MMRF_1846_1_BM	0.7886188241090584	0.17000453131993426	0.041376644571007315
MMRF_1847_1_BM	0.7820727720370053	0.2061136569964922	0.011813570966502644
MMRF_1850_1_BM	0.18662987939306785	0.17777532284729378	0.6355947977596383
MMRF_1851_1_BM	0.740520729862926	0.13642113026919025	0.12305813986788372
MMRF_1851_1_PB	0.8397070947054125	0.10695295499878467	0.05333995029580284
MMRF_1854_1_BM	0.6668093843247623	0.07350072825392248	0.2596898874213151
MMRF_1855_1_BM	0.7829373770227628	0.06371889870142151	0.15334372427581577
MMRF_1857_1_BM	0.3261920089835006	0.5465633689314013	0.12724462208509807
MMRF_1859_1_BM	0.5625870712198332	0.14331121400501345	0.29410171477515323
MMRF_1861_1_BM	0.21105877376189694	0.3782359268764931	0.41070529936161004
MMRF_1862_1_BM	0.6774235370060382	0.15494159307796215	0.16763486991599966
MMRF_1865_1_BM	0.3232700266567812	0.22356452138427288	0.45316545195894586
MMRF_1867_1_BM	0.1990359123032218	0.34986088304205043	0.4511032046547278
MMRF_1871_1_BM	0.06489289812354686	0.2000442623154819	0.7350628395609713
MMRF_1879_1_BM	0.8445896433178757	0.05716257360492297	0.09824778307720124
MMRF_1880_1_BM	0.3357966181648257	0.20882206108837856	0.45538132074679577
MMRF_1881_1_BM	0.0669805952204663	0.3092104712682334	0.6238089335113002
MMRF_1882_1_BM	0.507056572168628	0.13538698185195103	0.35755644597942104
MMRF_1886_1_BM	0.049071003253803855	0.5651086062384454	0.3858203905077507
MMRF_1888_1_BM	0.652283536006701	0.16677145464672224	0.1809450093465768
MMRF_1889_2_BM	0.1771556211794889	0.2489702643280996	0.5738741144924115
MMRF_1889_3_BM	0.09084182614616047	0.4179295084573337	0.4912286653965058
MMRF_1890_1_BM	0.6448363574031715	0.035531654603395156	0.3196319879934335
MMRF_1893_1_BM	0.6659878060481619	0.22173962854855395	0.11227256540328419
MMRF_1895_1_BM	0.35628510693094906	0.17417679992589744	0.46953809314315353
MMRF_1897_1_BM	0.1642269798741031	0.6371332442628094	0.19863977586308748
MMRF_1897_1_PB	0.36035025424219375	0.5988629948399358	0.04078675091787063
MMRF_1900_1_BM	0.24229919377436668	0.3673750425409299	0.39032576368470345
MMRF_1906_1_BM	0.6177464679843635	0.10139689499221427	0.28085663702342234
MMRF_1908_1_BM	0.3551332359192978	0.09980532427724861	0.5450614398034537
MMRF_1910_1_BM	0.5427326442809557	0.3491462259812934	0.10812112973775101
MMRF_1911_1_BM	0.07249806666696096	0.4259295111441771	0.5015724221888619
MMRF_1912_1_PB	0.6499278526383917	0.16404399083492008	0.1860281565266884
MMRF_1913_3_BM	0.7966369436765656	0.0807865402170368	0.12257651610639765
MMRF_1915_1_BM	0.6715936096822528	0.1965576061989463	0.13184878411880085
MMRF_1916_1_BM	0.6790825038500476	0.061095305865107884	0.2598221902848445
MMRF_1918_1_BM	0.2769592470868173	0.3981195202453064	0.3249212326678763
MMRF_1921_1_BM	0.20490436854840544	0.3864572346142293	0.40863839683736536
MMRF_1922_1_BM	0.037504330386713344	0.28569636495303796	0.6767993046602487
MMRF_1923_1_BM	0.8222991153731044	0.15666981551690676	0.021031069109988868
MMRF_1927_1_BM	0.6426476412450021	0.18146980152184147	0.1758825572331563
MMRF_1927_1_PB	0.7222087122117544	0.18956667376127037	0.08822461402697514
MMRF_1928_1_BM	0.6023857119247784	0.30540903630000354	0.09220525177521809
MMRF_1931_1_BM	0.6149571794832513	0.24388653481276842	0.14115628570398023
MMRF_1931_2_BM	0.27729044450819784	0.4477365730110542	0.27497298248074786
MMRF_1932_1_BM	0.14012765479349168	0.5972852150218889	0.2625871301846194
MMRF_1951_1_BM	0.7780153053411736	0.19632713783165828	0.025657556827168054
MMRF_1965_1_BM	0.48303477785292925	0.3847944979084227	0.1321707242386482
